state_name,district_name,disability_type,age_group (Years),Male_count,female_count,total
Uttarakhand,Udam Singh Nagar,Blindness,80 Year and above,0,2,2
Assam,Udalguri,Blindness,0-6 Years,2,11,13
Assam,Udalguri,Blindness,6-15 Years,20,18,38
Assam,Udalguri,Blindness,15-35 Years,71,51,122
Assam,Udalguri,Blindness,35-60 Years,78,60,138
Assam,Udalguri,Blindness,60-80 Years,23,16,39
Assam,Udalguri,Blindness,80 Year and above,1,2,3
Rajasthan,Udaipur,Blindness,0-6 Years,4,4,8
Rajasthan,Udaipur,Blindness,6-15 Years,58,37,95
Rajasthan,Udaipur,Blindness,15-35 Years,258,141,399
Rajasthan,Udaipur,Blindness,35-60 Years,259,150,409
Rajasthan,Udaipur,Blindness,60-80 Years,121,62,183
Rajasthan,Udaipur,Blindness,80 Year and above,14,11,25
Tamil Nadu,Tuticorin,Blindness,0-6 Years,2,5,7
Tamil Nadu,Tuticorin,Blindness,6-15 Years,37,28,65
Tamil Nadu,Tuticorin,Blindness,15-35 Years,149,139,288
Tamil Nadu,Tuticorin,Blindness,35-60 Years,390,319,709
Tamil Nadu,Tuticorin,Blindness,60-80 Years,195,92,287
Tamil Nadu,Tuticorin,Blindness,80 Year and above,20,6,26
Karnataka,Tumakuru,Blindness,0-6 Years,7,6,13
Karnataka,Tumakuru,Blindness,6-15 Years,135,95,230
Karnataka,Tumakuru,Blindness,15-35 Years,648,479,1127
Karnataka,Tumakuru,Blindness,35-60 Years,1164,765,1929
Karnataka,Tumakuru,Blindness,60-80 Years,361,164,525
Karnataka,Tumakuru,Blindness,80 Year and above,19,6,25
Nagaland,Tuensang,Blindness,15-35 Years,1,1,2
Nagaland,Tuensang,Blindness,35-60 Years,2,0,2
Rajasthan,Tonk,Blindness,0-6 Years,5,5,10
Rajasthan,Tonk,Blindness,6-15 Years,37,27,64
Rajasthan,Tonk,Blindness,15-35 Years,295,124,419
Rajasthan,Tonk,Blindness,35-60 Years,283,127,410
Rajasthan,Tonk,Blindness,60-80 Years,110,73,183
Rajasthan,Tonk,Blindness,80 Year and above,16,13,29
Tamil Nadu,Tiruvannamalai,Blindness,0-6 Years,5,5,10
Tamil Nadu,Tiruvannamalai,Blindness,6-15 Years,23,21,44
Tamil Nadu,Tiruvannamalai,Blindness,15-35 Years,177,110,287
Tamil Nadu,Tiruvannamalai,Blindness,35-60 Years,458,310,768
Tamil Nadu,Tiruvannamalai,Blindness,60-80 Years,212,122,334
Tamil Nadu,Tiruvannamalai,Blindness,80 Year and above,18,6,24
Tamil Nadu,Tiruppur,Blindness,0-6 Years,2,0,2
Tamil Nadu,Tiruppur,Blindness,6-15 Years,12,15,27
Tamil Nadu,Tiruppur,Blindness,15-35 Years,94,55,149
Tamil Nadu,Tiruppur,Blindness,35-60 Years,183,107,290
Tamil Nadu,Tiruppur,Blindness,60-80 Years,50,18,68
Tamil Nadu,Tiruppur,Blindness,80 Year and above,3,2,5
Tamil Nadu,Tirupathur,Blindness,0-6 Years,1,1,2
Tamil Nadu,Tirupathur,Blindness,6-15 Years,3,10,13
Tamil Nadu,Tirupathur,Blindness,15-35 Years,40,16,56
Tamil Nadu,Tirupathur,Blindness,35-60 Years,94,46,140
Tamil Nadu,Tirupathur,Blindness,60-80 Years,35,15,50
Tamil Nadu,Tirupathur,Blindness,80 Year and above,2,1,3
Tamil Nadu,Tirunelveli,Blindness,0-6 Years,4,4,8
Tamil Nadu,Tirunelveli,Blindness,6-15 Years,44,27,71
Tamil Nadu,Tirunelveli,Blindness,15-35 Years,236,141,377
Tamil Nadu,Tirunelveli,Blindness,35-60 Years,469,270,739
Tamil Nadu,Tirunelveli,Blindness,60-80 Years,162,94,256
Tamil Nadu,Tirunelveli,Blindness,80 Year and above,10,10,20
Tamil Nadu,Tiruchirappalli,Blindness,0-6 Years,11,7,18
Tamil Nadu,Tiruchirappalli,Blindness,6-15 Years,44,39,83
Tamil Nadu,Tiruchirappalli,Blindness,15-35 Years,303,215,518
Tamil Nadu,Tiruchirappalli,Blindness,35-60 Years,792,562,1354
Tamil Nadu,Tiruchirappalli,Blindness,60-80 Years,360,165,525
Tamil Nadu,Tiruchirappalli,Blindness,80 Year and above,19,11,30
Arunachal Pradesh,Tirap,Blindness,15-35 Years,5,3,8
Arunachal Pradesh,Tirap,Blindness,35-60 Years,0,1,1
Arunachal Pradesh,Tirap,Blindness,60-80 Years,0,1,1
Assam,Tinsukia,Blindness,0-6 Years,1,0,1
Assam,Tinsukia,Blindness,6-15 Years,6,4,10
Assam,Tinsukia,Blindness,15-35 Years,21,19,40
Assam,Tinsukia,Blindness,35-60 Years,40,16,56
Assam,Tinsukia,Blindness,60-80 Years,11,5,16
Madhya Pradesh,Tikamgarh,Blindness,0-6 Years,10,2,12
Madhya Pradesh,Tikamgarh,Blindness,6-15 Years,24,29,53
Madhya Pradesh,Tikamgarh,Blindness,15-35 Years,194,123,317
Madhya Pradesh,Tikamgarh,Blindness,35-60 Years,223,142,365
Madhya Pradesh,Tikamgarh,Blindness,60-80 Years,130,61,191
Madhya Pradesh,Tikamgarh,Blindness,80 Year and above,10,9,19
Kerala,Thrissur,Blindness,0-6 Years,2,1,3
Kerala,Thrissur,Blindness,6-15 Years,28,27,55
Kerala,Thrissur,Blindness,15-35 Years,154,75,229
Kerala,Thrissur,Blindness,35-60 Years,376,222,598
Kerala,Thrissur,Blindness,60-80 Years,251,138,389
Kerala,Thrissur,Blindness,80 Year and above,19,11,30
Manipur,Thoubal,Blindness,0-6 Years,0,1,1
Manipur,Thoubal,Blindness,6-15 Years,4,1,5
Manipur,Thoubal,Blindness,15-35 Years,12,15,27
Manipur,Thoubal,Blindness,35-60 Years,22,6,28
Manipur,Thoubal,Blindness,60-80 Years,4,4,8
Tamil Nadu,Thiruvarur,Blindness,6-15 Years,20,19,39
Tamil Nadu,Thiruvarur,Blindness,15-35 Years,124,98,222
Tamil Nadu,Thiruvarur,Blindness,35-60 Years,219,124,343
Tamil Nadu,Thiruvarur,Blindness,60-80 Years,107,24,131
Tamil Nadu,Thiruvarur,Blindness,80 Year and above,5,1,6
Kerala,Thiruvananthapuram,Blindness,0-6 Years,6,7,13
Kerala,Thiruvananthapuram,Blindness,6-15 Years,54,39,93
Kerala,Thiruvananthapuram,Blindness,15-35 Years,259,195,454
Kerala,Thiruvananthapuram,Blindness,35-60 Years,391,287,678
Kerala,Thiruvananthapuram,Blindness,60-80 Years,258,132,390
Kerala,Thiruvananthapuram,Blindness,80 Year and above,18,14,32
Tamil Nadu,Thiruvallur,Blindness,0-6 Years,2,1,3
Tamil Nadu,Thiruvallur,Blindness,6-15 Years,30,28,58
Tamil Nadu,Thiruvallur,Blindness,15-35 Years,206,145,351
Tamil Nadu,Thiruvallur,Blindness,35-60 Years,403,286,689
Tamil Nadu,Thiruvallur,Blindness,60-80 Years,152,64,216
Tamil Nadu,Thiruvallur,Blindness,80 Year and above,6,2,8
Tamil Nadu,Theni,Blindness,0-6 Years,3,2,5
Tamil Nadu,Theni,Blindness,6-15 Years,14,17,31
Tamil Nadu,Theni,Blindness,15-35 Years,127,70,197
Tamil Nadu,Theni,Blindness,35-60 Years,259,168,427
Tamil Nadu,Theni,Blindness,60-80 Years,126,79,205
Tamil Nadu,Theni,Blindness,80 Year and above,10,6,16
Tamil Nadu,The Nilgiris,Blindness,0-6 Years,0,3,3
Tamil Nadu,The Nilgiris,Blindness,6-15 Years,3,4,7
Tamil Nadu,The Nilgiris,Blindness,15-35 Years,30,11,41
Tamil Nadu,The Nilgiris,Blindness,35-60 Years,60,49,109
Tamil Nadu,The Nilgiris,Blindness,60-80 Years,60,15,75
Tamil Nadu,The Nilgiris,Blindness,80 Year and above,1,1,2
Tamil Nadu,Thanjavur,Blindness,0-6 Years,3,4,7
Tamil Nadu,Thanjavur,Blindness,6-15 Years,36,27,63
Tamil Nadu,Thanjavur,Blindness,15-35 Years,186,149,335
Tamil Nadu,Thanjavur,Blindness,35-60 Years,393,210,603
Tamil Nadu,Thanjavur,Blindness,60-80 Years,158,60,218
Tamil Nadu,Thanjavur,Blindness,80 Year and above,8,1,9
Maharashtra,Thane,Blindness,0-6 Years,23,18,41
Maharashtra,Thane,Blindness,6-15 Years,197,160,357
Maharashtra,Thane,Blindness,15-35 Years,929,518,1447
Maharashtra,Thane,Blindness,35-60 Years,1330,631,1961
Maharashtra,Thane,Blindness,60-80 Years,484,150,634
Maharashtra,Thane,Blindness,80 Year and above,34,10,44
Tamil Nadu,Tenkasi,Blindness,0-6 Years,5,5,10
Tamil Nadu,Tenkasi,Blindness,6-15 Years,16,19,35
Tamil Nadu,Tenkasi,Blindness,15-35 Years,60,40,100
Tamil Nadu,Tenkasi,Blindness,35-60 Years,123,96,219
Tamil Nadu,Tenkasi,Blindness,60-80 Years,66,34,100
Tamil Nadu,Tenkasi,Blindness,80 Year and above,2,4,6
Manipur,Tengnoupal,Blindness,6-15 Years,5,0,5
Manipur,Tengnoupal,Blindness,15-35 Years,7,5,12
Manipur,Tengnoupal,Blindness,35-60 Years,10,6,16
Manipur,Tengnoupal,Blindness,60-80 Years,7,5,12
Manipur,Tengnoupal,Blindness,80 Year and above,1,0,1
Uttarakhand,Tehri Garhwal,Blindness,0-6 Years,4,2,6
Uttarakhand,Tehri Garhwal,Blindness,6-15 Years,30,21,51
Uttarakhand,Tehri Garhwal,Blindness,15-35 Years,151,75,226
Uttarakhand,Tehri Garhwal,Blindness,35-60 Years,210,102,312
Uttarakhand,Tehri Garhwal,Blindness,60-80 Years,51,53,104
Uttarakhand,Tehri Garhwal,Blindness,80 Year and above,4,6,10
Arunachal Pradesh,Tawang,Blindness,15-35 Years,1,0,1
Arunachal Pradesh,Tawang,Blindness,35-60 Years,1,1,2
Punjab,Tarn Taran,Blindness,0-6 Years,1,1,2
Punjab,Tarn Taran,Blindness,6-15 Years,22,17,39
Punjab,Tarn Taran,Blindness,15-35 Years,103,56,159
Punjab,Tarn Taran,Blindness,35-60 Years,167,69,236
Punjab,Tarn Taran,Blindness,60-80 Years,49,19,68
Punjab,Tarn Taran,Blindness,80 Year and above,1,1,2
Gujarat,Tapi,Blindness,0-6 Years,5,7,12
Gujarat,Tapi,Blindness,6-15 Years,37,23,60
Gujarat,Tapi,Blindness,15-35 Years,89,51,140
Gujarat,Tapi,Blindness,35-60 Years,118,57,175
Gujarat,Tapi,Blindness,60-80 Years,44,15,59
Gujarat,Tapi,Blindness,80 Year and above,5,0,5
Manipur,Tamenglong,Blindness,6-15 Years,2,0,2
Manipur,Tamenglong,Blindness,15-35 Years,9,7,16
Manipur,Tamenglong,Blindness,35-60 Years,10,7,17
Manipur,Tamenglong,Blindness,60-80 Years,2,3,5
Manipur,Tamenglong,Blindness,80 Year and above,0,2,2
Chhattisgarh,Surguja,Blindness,0-6 Years,3,6,9
Chhattisgarh,Surguja,Blindness,6-15 Years,59,49,108
Chhattisgarh,Surguja,Blindness,15-35 Years,182,147,329
Chhattisgarh,Surguja,Blindness,35-60 Years,140,78,218
Chhattisgarh,Surguja,Blindness,60-80 Years,40,17,57
Chhattisgarh,Surguja,Blindness,80 Year and above,5,4,9
Gujarat,Surendranagar,Blindness,0-6 Years,3,4,7
Gujarat,Surendranagar,Blindness,6-15 Years,33,28,61
Gujarat,Surendranagar,Blindness,15-35 Years,239,219,458
Gujarat,Surendranagar,Blindness,35-60 Years,229,129,358
Gujarat,Surendranagar,Blindness,60-80 Years,147,40,187
Gujarat,Surendranagar,Blindness,80 Year and above,23,9,32
Gujarat,Surat,Blindness,0-6 Years,10,10,20
Gujarat,Surat,Blindness,6-15 Years,119,86,205
Gujarat,Surat,Blindness,15-35 Years,344,179,523
Gujarat,Surat,Blindness,35-60 Years,321,126,447
Gujarat,Surat,Blindness,60-80 Years,143,53,196
Gujarat,Surat,Blindness,80 Year and above,13,2,15
Chhattisgarh,Surajpur,Blindness,0-6 Years,0,1,1
Chhattisgarh,Surajpur,Blindness,6-15 Years,23,18,41
Chhattisgarh,Surajpur,Blindness,15-35 Years,93,69,162
Chhattisgarh,Surajpur,Blindness,35-60 Years,83,32,115
Chhattisgarh,Surajpur,Blindness,60-80 Years,27,18,45
Chhattisgarh,Surajpur,Blindness,80 Year and above,2,1,3
Bihar,Supaul,Blindness,0-6 Years,1,2,3
Bihar,Supaul,Blindness,6-15 Years,28,12,40
Bihar,Supaul,Blindness,15-35 Years,91,52,143
Bihar,Supaul,Blindness,35-60 Years,87,35,122
Bihar,Supaul,Blindness,60-80 Years,37,14,51
Bihar,Supaul,Blindness,80 Year and above,2,0,2
Odisha,Sundargarh,Blindness,0-6 Years,10,7,17
Odisha,Sundargarh,Blindness,6-15 Years,122,75,197
Odisha,Sundargarh,Blindness,15-35 Years,351,239,590
Odisha,Sundargarh,Blindness,35-60 Years,384,288,672
Odisha,Sundargarh,Blindness,60-80 Years,130,85,215
Odisha,Sundargarh,Blindness,80 Year and above,14,7,21
Uttar Pradesh,Sultanpur,Blindness,0-6 Years,3,1,4
Uttar Pradesh,Sultanpur,Blindness,6-15 Years,55,38,93
Uttar Pradesh,Sultanpur,Blindness,15-35 Years,245,130,375
Uttar Pradesh,Sultanpur,Blindness,35-60 Years,308,128,436
Uttar Pradesh,Sultanpur,Blindness,60-80 Years,106,36,142
Uttar Pradesh,Sultanpur,Blindness,80 Year and above,7,2,9
Chhattisgarh,Sukma,Blindness,0-6 Years,1,1,2
Chhattisgarh,Sukma,Blindness,6-15 Years,21,6,27
Chhattisgarh,Sukma,Blindness,15-35 Years,34,23,57
Chhattisgarh,Sukma,Blindness,35-60 Years,31,28,59
Chhattisgarh,Sukma,Blindness,60-80 Years,12,18,30
Jammu And Kashmir,Srinagar,Blindness,0-6 Years,0,1,1
Jammu And Kashmir,Srinagar,Blindness,6-15 Years,18,16,34
Jammu And Kashmir,Srinagar,Blindness,15-35 Years,99,82,181
Jammu And Kashmir,Srinagar,Blindness,35-60 Years,144,99,243
Jammu And Kashmir,Srinagar,Blindness,60-80 Years,40,22,62
Jammu And Kashmir,Srinagar,Blindness,80 Year and above,1,2,3
Andhra Pradesh,Srikakulam,Blindness,0-6 Years,10,8,18
Andhra Pradesh,Srikakulam,Blindness,6-15 Years,114,67,181
Andhra Pradesh,Srikakulam,Blindness,15-35 Years,495,191,686
Andhra Pradesh,Srikakulam,Blindness,35-60 Years,1063,61,1124
Andhra Pradesh,Srikakulam,Blindness,60-80 Years,300,16,316
Andhra Pradesh,Srikakulam,Blindness,80 Year and above,19,2,21
Punjab,Sri Muktsar Sahib,Blindness,0-6 Years,1,2,3
Punjab,Sri Muktsar Sahib,Blindness,6-15 Years,26,29,55
Punjab,Sri Muktsar Sahib,Blindness,15-35 Years,94,41,135
Punjab,Sri Muktsar Sahib,Blindness,35-60 Years,113,53,166
Punjab,Sri Muktsar Sahib,Blindness,60-80 Years,58,16,74
Punjab,Sri Muktsar Sahib,Blindness,80 Year and above,5,3,8
Andhra Pradesh,Spsr Nellore,Blindness,0-6 Years,0,1,1
Andhra Pradesh,Spsr Nellore,Blindness,6-15 Years,34,35,69
Andhra Pradesh,Spsr Nellore,Blindness,15-35 Years,226,120,346
Andhra Pradesh,Spsr Nellore,Blindness,35-60 Years,502,62,564
Andhra Pradesh,Spsr Nellore,Blindness,60-80 Years,168,14,182
Andhra Pradesh,Spsr Nellore,Blindness,80 Year and above,15,0,15
Meghalaya,South West Khasi Hills,Blindness,0-6 Years,1,2,3
Meghalaya,South West Khasi Hills,Blindness,6-15 Years,3,1,4
Meghalaya,South West Khasi Hills,Blindness,15-35 Years,24,13,37
Meghalaya,South West Khasi Hills,Blindness,35-60 Years,15,12,27
Meghalaya,South West Khasi Hills,Blindness,60-80 Years,3,4,7
Meghalaya,South West Khasi Hills,Blindness,80 Year and above,0,2,2
Meghalaya,South West Garo Hills,Blindness,0-6 Years,1,1,2
Meghalaya,South West Garo Hills,Blindness,6-15 Years,4,7,11
Meghalaya,South West Garo Hills,Blindness,15-35 Years,35,43,78
Meghalaya,South West Garo Hills,Blindness,35-60 Years,28,29,57
Meghalaya,South West Garo Hills,Blindness,60-80 Years,10,11,21
Delhi,South West,Blindness,0-6 Years,5,2,7
Delhi,South West,Blindness,6-15 Years,35,30,65
Delhi,South West,Blindness,15-35 Years,124,87,211
Delhi,South West,Blindness,35-60 Years,113,42,155
Delhi,South West,Blindness,60-80 Years,26,14,40
Delhi,South West,Blindness,80 Year and above,2,1,3
Tripura,South Tripura,Blindness,0-6 Years,1,0,1
Tripura,South Tripura,Blindness,6-15 Years,4,4,8
Tripura,South Tripura,Blindness,15-35 Years,30,18,48
Tripura,South Tripura,Blindness,35-60 Years,49,28,77
Tripura,South Tripura,Blindness,60-80 Years,13,10,23
Tripura,South Tripura,Blindness,80 Year and above,1,1,2
Assam,South Salmara Mancachar,Blindness,6-15 Years,0,2,2
Assam,South Salmara Mancachar,Blindness,15-35 Years,3,3,6
Assam,South Salmara Mancachar,Blindness,35-60 Years,4,1,5
Assam,South Salmara Mancachar,Blindness,60-80 Years,1,1,2
Goa,South Goa,Blindness,6-15 Years,10,6,16
Goa,South Goa,Blindness,15-35 Years,35,35,70
Goa,South Goa,Blindness,35-60 Years,84,49,133
Goa,South Goa,Blindness,60-80 Years,34,10,44
Goa,South Goa,Blindness,80 Year and above,0,1,1
Meghalaya,South Garo Hills,Blindness,6-15 Years,3,1,4
Meghalaya,South Garo Hills,Blindness,15-35 Years,15,7,22
Meghalaya,South Garo Hills,Blindness,35-60 Years,19,11,30
Meghalaya,South Garo Hills,Blindness,60-80 Years,6,7,13
Meghalaya,South Garo Hills,Blindness,80 Year and above,1,1,2
Delhi,South East,Blindness,0-6 Years,1,0,1
Delhi,South East,Blindness,6-15 Years,19,9,28
Delhi,South East,Blindness,15-35 Years,53,35,88
Delhi,South East,Blindness,35-60 Years,26,9,35
Delhi,South East,Blindness,60-80 Years,6,2,8
Andaman And Nicobar Islands,South Andamans,Blindness,0-6 Years,1,2,3
Andaman And Nicobar Islands,South Andamans,Blindness,6-15 Years,3,5,8
Andaman And Nicobar Islands,South Andamans,Blindness,15-35 Years,42,30,72
Andaman And Nicobar Islands,South Andamans,Blindness,35-60 Years,66,67,133
Andaman And Nicobar Islands,South Andamans,Blindness,60-80 Years,16,9,25
Andaman And Nicobar Islands,South Andamans,Blindness,80 Year and above,1,0,1
Delhi,South,Blindness,0-6 Years,2,3,5
Delhi,South,Blindness,6-15 Years,25,20,45
Delhi,South,Blindness,15-35 Years,128,61,189
Delhi,South,Blindness,35-60 Years,80,21,101
Delhi,South,Blindness,60-80 Years,20,5,25
Delhi,South,Blindness,80 Year and above,0,1,1
Assam,Sonitpur,Blindness,0-6 Years,5,3,8
Assam,Sonitpur,Blindness,6-15 Years,27,26,53
Assam,Sonitpur,Blindness,15-35 Years,117,87,204
Assam,Sonitpur,Blindness,35-60 Years,137,79,216
Assam,Sonitpur,Blindness,60-80 Years,23,15,38
Assam,Sonitpur,Blindness,80 Year and above,2,1,3
Haryana,Sonipat,Blindness,0-6 Years,4,4,8
Haryana,Sonipat,Blindness,6-15 Years,24,12,36
Haryana,Sonipat,Blindness,15-35 Years,104,49,153
Haryana,Sonipat,Blindness,35-60 Years,116,48,164
Haryana,Sonipat,Blindness,60-80 Years,48,31,79
Haryana,Sonipat,Blindness,80 Year and above,4,4,8
Odisha,Sonepur,Blindness,0-6 Years,3,14,17
Odisha,Sonepur,Blindness,6-15 Years,69,53,122
Odisha,Sonepur,Blindness,15-35 Years,257,195,452
Odisha,Sonepur,Blindness,35-60 Years,261,135,396
Odisha,Sonepur,Blindness,60-80 Years,112,41,153
Odisha,Sonepur,Blindness,80 Year and above,7,1,8
Uttar Pradesh,Sonbhadra,Blindness,0-6 Years,1,1,2
Uttar Pradesh,Sonbhadra,Blindness,6-15 Years,20,24,44
Uttar Pradesh,Sonbhadra,Blindness,15-35 Years,142,70,212
Uttar Pradesh,Sonbhadra,Blindness,35-60 Years,156,66,222
Uttar Pradesh,Sonbhadra,Blindness,60-80 Years,49,16,65
Uttar Pradesh,Sonbhadra,Blindness,80 Year and above,2,0,2
Maharashtra,Solapur,Blindness,0-6 Years,27,13,40
Maharashtra,Solapur,Blindness,6-15 Years,102,88,190
Maharashtra,Solapur,Blindness,15-35 Years,530,260,790
Maharashtra,Solapur,Blindness,35-60 Years,644,294,938
Maharashtra,Solapur,Blindness,60-80 Years,226,78,304
Maharashtra,Solapur,Blindness,80 Year and above,18,4,22
Himachal Pradesh,Solan,Blindness,0-6 Years,2,4,6
Himachal Pradesh,Solan,Blindness,6-15 Years,10,7,17
Himachal Pradesh,Solan,Blindness,15-35 Years,71,36,107
Himachal Pradesh,Solan,Blindness,35-60 Years,110,68,178
Himachal Pradesh,Solan,Blindness,60-80 Years,42,31,73
Himachal Pradesh,Solan,Blindness,80 Year and above,3,2,5
Bihar,Siwan,Blindness,0-6 Years,9,6,15
Bihar,Siwan,Blindness,6-15 Years,104,92,196
Bihar,Siwan,Blindness,15-35 Years,413,208,621
Bihar,Siwan,Blindness,35-60 Years,407,200,607
Bihar,Siwan,Blindness,60-80 Years,129,50,179
Bihar,Siwan,Blindness,80 Year and above,7,5,12
Assam,Sivasagar,Blindness,6-15 Years,7,7,14
Assam,Sivasagar,Blindness,15-35 Years,49,37,86
Assam,Sivasagar,Blindness,35-60 Years,62,50,112
Assam,Sivasagar,Blindness,60-80 Years,7,7,14
Assam,Sivasagar,Blindness,80 Year and above,3,0,3
Tamil Nadu,Sivaganga,Blindness,0-6 Years,4,5,9
Tamil Nadu,Sivaganga,Blindness,6-15 Years,45,26,71
Tamil Nadu,Sivaganga,Blindness,15-35 Years,152,96,248
Tamil Nadu,Sivaganga,Blindness,35-60 Years,289,190,479
Tamil Nadu,Sivaganga,Blindness,60-80 Years,147,66,213
Tamil Nadu,Sivaganga,Blindness,80 Year and above,17,5,22
Uttar Pradesh,Sitapur,Blindness,0-6 Years,4,6,10
Uttar Pradesh,Sitapur,Blindness,6-15 Years,163,132,295
Uttar Pradesh,Sitapur,Blindness,15-35 Years,435,201,636
Uttar Pradesh,Sitapur,Blindness,35-60 Years,350,114,464
Uttar Pradesh,Sitapur,Blindness,60-80 Years,141,45,186
Uttar Pradesh,Sitapur,Blindness,80 Year and above,13,7,20
Bihar,Sitamarhi,Blindness,0-6 Years,14,12,26
Bihar,Sitamarhi,Blindness,6-15 Years,114,71,185
Bihar,Sitamarhi,Blindness,15-35 Years,282,198,480
Bihar,Sitamarhi,Blindness,35-60 Years,331,196,527
Bihar,Sitamarhi,Blindness,60-80 Years,117,65,182
Bihar,Sitamarhi,Blindness,80 Year and above,2,5,7
Haryana,Sirsa,Blindness,0-6 Years,4,2,6
Haryana,Sirsa,Blindness,6-15 Years,26,18,44
Haryana,Sirsa,Blindness,15-35 Years,76,36,112
Haryana,Sirsa,Blindness,35-60 Years,99,47,146
Haryana,Sirsa,Blindness,60-80 Years,45,15,60
Haryana,Sirsa,Blindness,80 Year and above,5,3,8
Rajasthan,Sirohi,Blindness,0-6 Years,3,1,4
Rajasthan,Sirohi,Blindness,6-15 Years,40,25,65
Rajasthan,Sirohi,Blindness,15-35 Years,153,67,220
Rajasthan,Sirohi,Blindness,35-60 Years,215,115,330
Rajasthan,Sirohi,Blindness,60-80 Years,72,46,118
Rajasthan,Sirohi,Blindness,80 Year and above,7,5,12
Himachal Pradesh,Sirmaur,Blindness,0-6 Years,4,6,10
Himachal Pradesh,Sirmaur,Blindness,6-15 Years,17,8,25
Himachal Pradesh,Sirmaur,Blindness,15-35 Years,79,60,139
Himachal Pradesh,Sirmaur,Blindness,35-60 Years,124,52,176
Himachal Pradesh,Sirmaur,Blindness,60-80 Years,53,18,71
Himachal Pradesh,Sirmaur,Blindness,80 Year and above,6,1,7
Madhya Pradesh,Singrauli,Blindness,0-6 Years,2,1,3
Madhya Pradesh,Singrauli,Blindness,6-15 Years,31,18,49
Madhya Pradesh,Singrauli,Blindness,15-35 Years,205,115,320
Madhya Pradesh,Singrauli,Blindness,35-60 Years,177,85,262
Madhya Pradesh,Singrauli,Blindness,60-80 Years,34,21,55
Madhya Pradesh,Singrauli,Blindness,80 Year and above,6,1,7
Maharashtra,Sindhudurg,Blindness,0-6 Years,0,2,2
Maharashtra,Sindhudurg,Blindness,6-15 Years,7,11,18
Maharashtra,Sindhudurg,Blindness,15-35 Years,54,29,83
Maharashtra,Sindhudurg,Blindness,35-60 Years,165,69,234
Maharashtra,Sindhudurg,Blindness,60-80 Years,71,17,88
Maharashtra,Sindhudurg,Blindness,80 Year and above,1,0,1
Jharkhand,Simdega,Blindness,6-15 Years,21,21,42
Jharkhand,Simdega,Blindness,15-35 Years,49,54,103
Jharkhand,Simdega,Blindness,35-60 Years,82,53,135
Jharkhand,Simdega,Blindness,60-80 Years,22,14,36
Jharkhand,Simdega,Blindness,80 Year and above,1,2,3
Rajasthan,Sikar,Blindness,0-6 Years,3,4,7
Rajasthan,Sikar,Blindness,6-15 Years,37,23,60
Rajasthan,Sikar,Blindness,15-35 Years,137,59,196
Rajasthan,Sikar,Blindness,35-60 Years,200,65,265
Rajasthan,Sikar,Blindness,60-80 Years,79,29,108
Rajasthan,Sikar,Blindness,80 Year and above,3,2,5
Madhya Pradesh,Sidhi,Blindness,0-6 Years,3,2,5
Madhya Pradesh,Sidhi,Blindness,6-15 Years,65,49,114
Madhya Pradesh,Sidhi,Blindness,15-35 Years,274,180,454
Madhya Pradesh,Sidhi,Blindness,35-60 Years,249,127,376
Madhya Pradesh,Sidhi,Blindness,60-80 Years,86,37,123
Madhya Pradesh,Sidhi,Blindness,80 Year and above,8,8,16
Uttar Pradesh,Siddharth Nagar,Blindness,0-6 Years,2,3,5
Uttar Pradesh,Siddharth Nagar,Blindness,6-15 Years,54,54,108
Uttar Pradesh,Siddharth Nagar,Blindness,15-35 Years,473,323,796
Uttar Pradesh,Siddharth Nagar,Blindness,35-60 Years,578,346,924
Uttar Pradesh,Siddharth Nagar,Blindness,60-80 Years,267,125,392
Uttar Pradesh,Siddharth Nagar,Blindness,80 Year and above,22,3,25
Arunachal Pradesh,Siang,Blindness,15-35 Years,2,0,2
Uttar Pradesh,Shravasti,Blindness,0-6 Years,1,2,3
Uttar Pradesh,Shravasti,Blindness,6-15 Years,26,24,50
Uttar Pradesh,Shravasti,Blindness,15-35 Years,86,42,128
Uttar Pradesh,Shravasti,Blindness,35-60 Years,129,63,192
